date_order,city,store_type,store_name,total_cust,total_orders,quantity,total_sales,total_cost,profits
11-2023,London,Online,Chocolate Store 54,405,405,1209,10184.15,6173.15,4010.94
06-2024,London,Online,Chocolate Store 54,395,395,1191,10036.8,6001.39,4035.4
02-2024,London,Online,Chocolate Store 54,391,391,1191,10172.71,6100.53,4072.19
03-2023,London,Online,Chocolate Store 54,382,382,1181,10004.32,6028.89,3975.32
01-2024,London,Online,Chocolate Store 54,423,423,1292,11056.06,6619.68,4436.42
01-2023,London,Online,Chocolate Store 54,447,447,1363,11340.49,6824.21,4516.29
08-2023,London,Online,Chocolate Store 54,398,398,1139,9357.05,5610.3,3746.81
05-2023,London,Online,Chocolate Store 54,447,447,1288,10739.62,6419.04,4320.55
02-2023,London,Online,Chocolate Store 54,386,386,1164,9647,5761.21,3885.75
12-2023,New York,Retail,Chocolate Store 55,408,408,1286,11000.16,6601.36,4398.84
07-2023,New York,Retail,Chocolate Store 55,456,456,1384,11958.2,7174.63,4783.42
04-2024,New York,Retail,Chocolate Store 55,388,388,1158,9697.02,5867.92,3829.18
09-2023,New York,Retail,Chocolate Store 55,423,423,1265,10853.77,6533.2,4320.59
07-2024,New York,Retail,Chocolate Store 55,423,423,1252,10619.51,6338.22,4281.36
11-2023,New York,Retail,Chocolate Store 55,417,417,1244,9947.72,5942.7,4005
08-2024,New York,Retail,Chocolate Store 55,472,472,1449,12502.63,7532.75,4969.89
05-2023,New York,Retail,Chocolate Store 55,431,431,1243,10609.44,6349.32,4260.08
06-2024,New York,Retail,Chocolate Store 55,418,418,1187,9878.29,5883.76,3994.54
08-2023,New York,Retail,Chocolate Store 55,398,398,1181,9780.23,5986.39,3793.74
02-2024,New York,Retail,Chocolate Store 55,369,369,1106,9471.53,5730.88,3740.69
01-2023,New York,Retail,Chocolate Store 55,403,403,1192,10000.1,6039.07,3961.08
10-2024,New York,Retail,Chocolate Store 55,442,442,1332,11470.5,6876.7,4593.84
03-2024,New York,Retail,Chocolate Store 55,381,381,1136,9756.23,5822.87,3933.39
11-2024,New York,Retail,Chocolate Store 55,411,411,1202,9807.43,5894.71,3912.65
02-2023,New York,Retail,Chocolate Store 55,348,348,1097,9398.52,5676.02,3722.49
10-2023,New York,Retail,Chocolate Store 55,392,392,1191,9649.28,5762.67,3886.56
12-2024,New York,Retail,Chocolate Store 55,398,398,1122,9585.27,5693.97,3891.24
06-2023,New York,Retail,Chocolate Store 55,406,406,1227,9834.16,5940.22,3893.91
05-2024,New York,Retail,Chocolate Store 55,437,437,1257,10858.69,6511.35,4347.4
01-2024,New York,Retail,Chocolate Store 55,435,435,1283,10898.25,6554.93,4343.32
03-2023,New York,Retail,Chocolate Store 55,425,425,1288,11156.46,6731.57,4424.9
04-2023,New York,Retail,Chocolate Store 55,419,419,1286,10747.83,6477.77,4270.06
09-2024,New York,Retail,Chocolate Store 55,410,410,1255,10450.8,6300.22,4150.6
03-2024,Melbourne,Online,Chocolate Store 56,438,438,1264,10601.82,6439.68,4162.15
09-2024,Melbourne,Online,Chocolate Store 56,370,370,1083,9565.3,5734.83,3830.48
04-2023,Melbourne,Online,Chocolate Store 56,381,381,1113,8969.22,5374.68,3594.59
05-2024,Melbourne,Online,Chocolate Store 56,444,444,1295,10630.66,6426.29,4204.46
06-2023,Melbourne,Online,Chocolate Store 56,409,409,1212,10204.34,6130.11,4074.42
10-2024,Melbourne,Online,Chocolate Store 56,423,423,1298,11119.69,6710.44,4409.24
03-2023,Melbourne,Online,Chocolate Store 56,395,395,1201,10479.57,6282.68,4196.84
01-2024,Melbourne,Online,Chocolate Store 56,451,451,1380,12083.75,7325.28,4758.4
02-2023,Melbourne,Online,Chocolate Store 56,347,347,1065,9082.16,5463.29,3618.83
10-2023,Melbourne,Online,Chocolate Store 56,445,445,1371,11826.14,7174.29,4651.94
11-2023,Melbourne,Online,Chocolate Store 56,418,418,1262,10992.01,6626.47,4365.61
01-2023,Melbourne,Online,Chocolate Store 56,425,425,1298,10512.19,6321.96,4190.22
11-2024,Melbourne,Online,Chocolate Store 56,387,387,1110,9318.74,5593.15,3725.67
08-2024,Melbourne,Online,Chocolate Store 56,431,431,1313,11264.69,6828.26,4436.39
07-2024,Melbourne,Online,Chocolate Store 56,423,423,1241,11049.8,6676.04,4373.82
12-2024,Melbourne,Online,Chocolate Store 56,437,437,1287,10831.99,6531.56,4300.49
07-2023,Melbourne,Online,Chocolate Store 56,392,392,1189,10305.03,6187.14,4117.83
04-2024,Melbourne,Online,Chocolate Store 56,384,384,1176,10151,6131.63,4019.46
06-2024,Melbourne,Online,Chocolate Store 56,390,390,1165,9972.75,5965.87,4006.96
05-2023,Melbourne,Online,Chocolate Store 56,420,420,1231,10521.45,6291.62,4229.86
02-2024,Melbourne,Online,Chocolate Store 56,418,418,1254,10671.01,6459.35,4211.59
08-2023,Melbourne,Online,Chocolate Store 56,430,430,1278,11205.55,6672.4,4533.09
12-2023,Melbourne,Online,Chocolate Store 56,417,417,1279,10684.94,6451.97,4232.99
09-2023,Melbourne,Online,Chocolate Store 56,420,420,1270,11045.14,6559.55,4485.55
03-2023,London,Airport,Chocolate Store 57,415,415,1243,10550.03,6367.91,4182.14
01-2024,London,Airport,Chocolate Store 57,413,413,1254,10558.33,6371.13,4187.3
02-2024,London,Airport,Chocolate Store 57,375,375,1112,9474.14,5707.01,3767.21
11-2024,London,Airport,Chocolate Store 57,390,390,1152,10010.87,5990.76,4020.08
02-2023,London,Airport,Chocolate Store 57,376,376,1150,9863.22,5907.84,3955.48
07-2024,London,Airport,Chocolate Store 57,413,413,1316,11110.34,6653.02,4457.27
09-2024,London,Airport,Chocolate Store 57,396,396,1148,9777.29,5910.37,3866.85
05-2024,London,Airport,Chocolate Store 57,447,447,1256,10644.14,6404.36,4239.85
10-2024,London,Airport,Chocolate Store 57,436,436,1297,11206.12,6666.96,4539.1
04-2023,London,Airport,Chocolate Store 57,419,419,1266,10676.25,6399.56,4276.73
06-2023,London,Airport,Chocolate Store 57,401,401,1196,10196.43,6145.42,4051.01
05-2023,London,Airport,Chocolate Store 57,446,446,1348,11329.46,6763.37,4566.08
11-2023,London,Airport,Chocolate Store 57,396,396,1196,10241.26,6194.92,4046.28
08-2023,London,Airport,Chocolate Store 57,419,419,1271,10934.4,6599.54,4334.8
06-2024,London,Airport,Chocolate Store 57,370,370,1111,9876.3,5924.97,3951.37
12-2024,London,Airport,Chocolate Store 57,407,407,1225,10204.18,6111.94,4092.14
07-2023,London,Airport,Chocolate Store 57,432,432,1283,10729.46,6457.18,4272.29
10-2023,London,Airport,Chocolate Store 57,398,398,1161,9796.47,5886.18,3910.27
12-2023,London,Airport,Chocolate Store 57,402,402,1223,10264.03,6155.05,4108.96
08-2024,London,Airport,Chocolate Store 57,378,378,1143,9596.95,5776.58,3820.48
01-2023,London,Airport,Chocolate Store 57,396,396,1182,9910.18,5943.29,3966.85
04-2024,London,Airport,Chocolate Store 57,396,396,1141,9508.89,5710.88,3797.95
09-2023,London,Airport,Chocolate Store 57,395,395,1208,9998.19,6006.82,3991.39
03-2024,London,Airport,Chocolate Store 57,389,389,1187,10164.83,6074.26,4090.6
06-2024,Paris,Airport,Chocolate Store 58,404,404,1204,10285.17,6118.35,4166.97
09-2024,Paris,Airport,Chocolate Store 58,396,396,1172,9952.55,5954.97,3997.52
04-2024,Paris,Airport,Chocolate Store 58,393,393,1194,10041.95,6061.23,3980.65
10-2023,Paris,Airport,Chocolate Store 58,445,445,1351,11252.44,6687.58,4564.83
12-2023,Paris,Airport,Chocolate Store 58,397,397,1196,10144.37,6154.98,3989.5
07-2024,Paris,Airport,Chocolate Store 58,404,404,1215,10021.16,5964.85,4056.24
08-2024,Paris,Airport,Chocolate Store 58,452,452,1348,11280.16,6722.4,4557.82
12-2024,Paris,Airport,Chocolate Store 58,455,455,1392,11643.8,7054.98,4588.82
09-2023,Paris,Airport,Chocolate Store 58,402,402,1199,10259.72,6132.1,4127.72
07-2023,Paris,Airport,Chocolate Store 58,435,435,1331,11797.56,7019.75,4777.83
05-2024,Paris,Airport,Chocolate Store 58,445,445,1369,11503.97,6941.53,4562.46
03-2023,Paris,Airport,Chocolate Store 58,421,421,1257,10617.75,6297,4320.66
01-2024,Paris,Airport,Chocolate Store 58,388,388,1200,10081.21,6003.41,4077.88
06-2023,Paris,Airport,Chocolate Store 58,426,426,1262,10459.01,6225.61,4233.4
04-2023,Paris,Airport,Chocolate Store 58,400,400,1164,9884.81,5924.46,3960.38
03-2024,Paris,Airport,Chocolate Store 58,444,444,1344,11181.63,6691.75,4489.9
11-2024,Paris,Airport,Chocolate Store 58,362,362,1046,8823.38,5261.76,3561.57
05-2023,Paris,Airport,Chocolate Store 58,428,428,1226,10421.42,6168.7,4252.8
02-2024,Paris,Airport,Chocolate Store 58,366,366,1149,9856.59,5896.52,3960.08
02-2023,Paris,Airport,Chocolate Store 58,350,350,1048,8747.14,5259.24,3487.85
10-2024,Paris,Airport,Chocolate Store 58,423,423,1248,10399.73,6274.44,4125.24
01-2023,Paris,Airport,Chocolate Store 58,422,422,1275,10911.94,6505.91,4406.09
11-2023,Paris,Airport,Chocolate Store 58,389,389,1140,9887.73,5915.32,3972.44
08-2023,Paris,Airport,Chocolate Store 58,410,410,1218,10050.4,6052.07,3998.34
06-2024,New York,Airport,Chocolate Store 59,414,414,1226,9925.97,5985.9,3940
09-2024,New York,Airport,Chocolate Store 59,414,414,1270,10582.34,6449.64,4132.59
10-2023,New York,Airport,Chocolate Store 59,399,399,1227,10279.42,6156.5,4122.81
07-2023,New York,Airport,Chocolate Store 59,435,435,1319,10942.76,6531.54,4411.28
12-2023,New York,Airport,Chocolate Store 59,423,423,1236,10662.04,6415.07,4246.93
06-2023,New York,Airport,Chocolate Store 59,413,413,1222,10490.46,6270.61,4219.86
02-2024,New York,Airport,Chocolate Store 59,387,387,1154,9399.5,5633.66,3765.85
03-2024,New York,Airport,Chocolate Store 59,410,410,1258,10602.58,6266.4,4336.2
08-2024,New York,Airport,Chocolate Store 59,438,438,1295,11391.76,6791.65,4600.12
07-2024,New York,Airport,Chocolate Store 59,426,426,1246,10483.87,6315.58,4168.23
09-2023,New York,Airport,Chocolate Store 59,404,404,1187,10198.99,6132.71,4066.2
12-2024,New York,Airport,Chocolate Store 59,421,421,1283,10777.45,6502.54,4274.95
04-2024,New York,Airport,Chocolate Store 59,454,454,1397,12159.26,7286.85,4872.34
08-2023,New York,Airport,Chocolate Store 59,436,436,1284,10798.79,6454.58,4344.2
05-2024,New York,Airport,Chocolate Store 59,420,420,1258,10762.47,6387.04,4375.47
01-2023,New York,Airport,Chocolate Store 59,456,456,1377,11775.95,6979.73,4796.31
01-2024,New York,Airport,Chocolate Store 59,437,437,1297,10877.8,6581.16,4296.62
11-2023,New York,Airport,Chocolate Store 59,397,397,1198,10334.14,6197.83,4136.26
03-2023,New York,Airport,Chocolate Store 59,398,398,1184,10069.83,5997.15,4072.7
02-2023,New York,Airport,Chocolate Store 59,391,391,1200,9996.29,5941.99,4054.2
11-2024,New York,Airport,Chocolate Store 59,430,430,1295,11129.7,6667.46,4462.16
04-2023,New York,Airport,Chocolate Store 59,382,382,1143,9863.06,5922.83,3940.39
10-2024,New York,Airport,Chocolate Store 59,407,407,1245,10722.53,6505.24,4217.24
05-2023,New York,Airport,Chocolate Store 59,430,430,1300,11185.84,6671.46,4514.29
11-2024,Toronto,Online,Chocolate Store 6,434,434,1249,10908.95,6545.76,4363.04
04-2023,Toronto,Online,Chocolate Store 6,392,392,1242,10645.92,6385.21,4260.69
03-2023,Toronto,Online,Chocolate Store 6,410,410,1227,10253.23,6170.76,4082.46
05-2024,Toronto,Online,Chocolate Store 6,429,429,1282,11209.76,6731.42,4478.34
01-2024,Toronto,Online,Chocolate Store 6,402,402,1133,9663.34,5799.1,3864.25
02-2023,Toronto,Online,Chocolate Store 6,377,377,1159,9829.85,5912.91,3916.9
09-2024,Toronto,Online,Chocolate Store 6,404,404,1224,10446.18,6306.14,4140.1
11-2023,Toronto,Online,Chocolate Store 6,400,400,1221,10439.72,6246.97,4192.8
08-2023,Toronto,Online,Chocolate Store 6,456,456,1368,11725.36,7051.45,4673.91
06-2024,Toronto,Online,Chocolate Store 6,390,390,1169,10032.01,5989.19,4042.9
12-2024,Toronto,Online,Chocolate Store 6,396,396,1182,10149.45,6123.02,4026.41
01-2023,Toronto,Online,Chocolate Store 6,419,419,1209,10232.69,6150.54,4082.06
10-2024,Toronto,Online,Chocolate Store 6,414,414,1241,10038.61,6080.59,3957.98
06-2023,Toronto,Online,Chocolate Store 6,389,389,1176,10381.94,6242.76,4139.27
02-2024,Toronto,Online,Chocolate Store 6,380,380,1135,9467.33,5706.42,3760.87
07-2024,Toronto,Online,Chocolate Store 6,424,424,1296,10986.25,6629.14,4357.08
09-2023,Toronto,Online,Chocolate Store 6,410,410,1193,10242.08,6101.62,4140.44
08-2024,Toronto,Online,Chocolate Store 6,467,467,1428,12637.24,7586.01,5051.2
12-2023,Toronto,Online,Chocolate Store 6,408,408,1235,10847.79,6502.96,4344.77
03-2024,Toronto,Online,Chocolate Store 6,435,435,1305,10959.41,6590.38,4369.04
07-2023,Toronto,Online,Chocolate Store 6,449,449,1367,11546.67,6929.26,4617.34
10-2023,Toronto,Online,Chocolate Store 6,420,420,1310,10893.72,6581.08,4312.58
05-2023,Toronto,Online,Chocolate Store 6,394,394,1201,10102.59,6107.35,3995.25
04-2024,Toronto,Online,Chocolate Store 6,373,373,1151,10030.18,6028.08,4002.24
09-2023,Paris,Airport,Chocolate Store 60,397,397,1166,9874.19,5940.83,3933.33
08-2023,Paris,Airport,Chocolate Store 60,416,416,1267,10484.14,6271.45,4212.85
01-2024,Paris,Airport,Chocolate Store 60,420,420,1273,11077.69,6603.99,4473.62
05-2024,Paris,Airport,Chocolate Store 60,435,435,1272,10685.57,6436.15,4249.41
06-2023,Paris,Airport,Chocolate Store 60,397,397,1180,9651.22,5808.57,3842.64
02-2024,Paris,Airport,Chocolate Store 60,413,413,1186,9866.44,5885.96,3980.43
11-2023,Paris,Airport,Chocolate Store 60,412,412,1261,10475.5,6257.99,4217.55
05-2023,Paris,Airport,Chocolate Store 60,410,410,1226,10160.47,6134.41,4026.06
02-2023,Paris,Airport,Chocolate Store 60,359,359,1091,9303.31,5610.76,3692.56
07-2023,Paris,Airport,Chocolate Store 60,392,392,1168,10351.21,6217.06,4134.21
01-2023,Paris,Airport,Chocolate Store 60,455,455,1408,12301.79,7369.8,4931.95
03-2023,Paris,Airport,Chocolate Store 60,395,395,1143,10063.81,6082.82,3980.95
04-2024,Paris,Airport,Chocolate Store 60,365,365,1073,8920.79,5363.13,3557.66
10-2024,Paris,Airport,Chocolate Store 60,414,414,1232,10386.73,6222.18,4164.54
10-2023,Paris,Airport,Chocolate Store 60,426,426,1247,10507.73,6245.03,4262.61
09-2024,Paris,Airport,Chocolate Store 60,395,395,1195,9725.03,5882.81,3842.14
07-2024,Paris,Airport,Chocolate Store 60,445,445,1332,11458.06,6878.04,4579.92
12-2024,Paris,Airport,Chocolate Store 60,461,461,1357,11182.02,6734.42,4447.6
08-2024,Paris,Airport,Chocolate Store 60,393,393,1198,10535.81,6379.23,4156.58
03-2024,Paris,Airport,Chocolate Store 60,430,430,1264,10667.37,6342.23,4325.06
12-2023,Paris,Airport,Chocolate Store 60,403,403,1264,10806.34,6454.37,4351.85
04-2023,Paris,Airport,Chocolate Store 60,398,398,1207,10217.96,6162.77,4055.22
11-2024,Paris,Airport,Chocolate Store 60,379,379,1131,9365.1,5605.81,3759.29
06-2024,Paris,Airport,Chocolate Store 60,435,435,1302,11065.16,6597.58,4467.55
07-2023,London,Online,Chocolate Store 61,435,435,1286,10892.82,6558.63,4334.28
08-2024,London,Online,Chocolate Store 61,427,427,1244,10322.09,6229.04,4093.03
07-2024,London,Online,Chocolate Store 61,437,437,1274,10834.48,6472.06,4362.36
03-2024,London,Online,Chocolate Store 61,436,436,1321,11642.99,6976.8,4666.18
04-2023,London,Online,Chocolate Store 61,374,374,1109,9332.98,5573.9,3759.12
10-2024,London,Online,Chocolate Store 61,418,418,1236,11031.19,6619.25,4411.98
02-2023,London,Online,Chocolate Store 61,376,376,1129,9676.31,5726.99,3949.31
05-2024,London,Online,Chocolate Store 61,401,401,1160,9701.46,5843.87,3857.56
09-2024,London,Online,Chocolate Store 61,417,417,1243,10754.87,6440.98,4313.95
01-2024,London,Online,Chocolate Store 61,422,422,1275,11004.24,6566.52,4437.82
03-2023,London,Online,Chocolate Store 61,394,394,1148,9647.44,5810.94,3836.42
10-2023,London,Online,Chocolate Store 61,408,408,1270,10898.93,6585.86,4313.03
06-2023,London,Online,Chocolate Store 61,414,414,1295,11118.19,6672.96,4445.18
11-2024,London,Online,Chocolate Store 61,424,424,1232,10906.75,6548.65,4358.17
05-2023,London,Online,Chocolate Store 61,473,473,1451,12653.98,7564.78,5089.1
01-2023,London,Online,Chocolate Store 61,438,438,1287,11222.55,6754.73,4467.85
06-2024,London,Online,Chocolate Store 61,370,370,1081,9403.38,5593.74,3809.68
08-2023,London,Online,Chocolate Store 61,397,397,1178,10355.78,6250.3,4105.48
09-2023,London,Online,Chocolate Store 61,396,396,1224,10479.07,6310.61,4168.41
02-2024,London,Online,Chocolate Store 61,368,368,1093,9620.81,5808.54,3812.23
04-2024,London,Online,Chocolate Store 61,401,401,1184,10138.09,6084.61,4053.5
12-2023,London,Online,Chocolate Store 61,391,391,1171,10034.23,6007.22,4026.9
12-2024,London,Online,Chocolate Store 61,439,439,1310,10844.3,6564.87,4279.43
11-2023,London,Online,Chocolate Store 61,412,412,1214,10297.61,6147.99,4149.61
06-2023,Toronto,Airport,Chocolate Store 62,394,394,1173,10071.17,6037.06,4034.06
10-2024,Toronto,Airport,Chocolate Store 62,432,432,1358,11199.27,6718.94,4480.27
03-2024,Toronto,Airport,Chocolate Store 62,420,420,1224,10774.28,6475.1,4299.11
11-2024,Toronto,Airport,Chocolate Store 62,390,390,1176,10107.66,6085.47,4022.13
12-2024,Toronto,Airport,Chocolate Store 62,404,404,1224,10044.19,6003.13,4040.96
02-2023,Toronto,Airport,Chocolate Store 62,395,395,1180,9965.01,5990.25,3974.78
04-2023,Toronto,Airport,Chocolate Store 62,410,410,1211,10644.53,6437.33,4207.24
10-2023,Toronto,Airport,Chocolate Store 62,409,409,1239,10360.36,6216.12,4144.23
09-2024,Toronto,Airport,Chocolate Store 62,393,393,1179,9945.33,5979.58,3965.75
03-2023,Toronto,Airport,Chocolate Store 62,422,422,1265,11167.25,6718.3,4448.93
05-2024,Toronto,Airport,Chocolate Store 62,414,414,1211,10472.06,6195.64,4276.41
01-2024,Toronto,Airport,Chocolate Store 62,426,426,1320,11365.26,6860.44,4504.87
12-2023,Toronto,Airport,Chocolate Store 62,447,447,1311,10828.99,6500.87,4328.21
07-2024,Toronto,Airport,Chocolate Store 62,407,407,1218,10374.79,6184.87,4189.91
04-2024,Toronto,Airport,Chocolate Store 62,414,414,1211,10140.85,6116.64,4024.29
11-2023,Toronto,Airport,Chocolate Store 62,440,440,1350,11661.7,7012.96,4648.76
09-2023,Toronto,Airport,Chocolate Store 62,409,409,1216,10583.48,6330.36,4253.1
08-2024,Toronto,Airport,Chocolate Store 62,419,419,1266,10340.07,6193.83,4146.19
05-2023,Toronto,Airport,Chocolate Store 62,445,445,1338,11006.97,6667.79,4339.2
07-2023,Toronto,Airport,Chocolate Store 62,416,416,1223,10293.58,6239.14,4054.45
08-2023,Toronto,Airport,Chocolate Store 62,436,436,1292,10645.29,6365.58,4279.68
06-2024,Toronto,Airport,Chocolate Store 62,386,386,1147,9742.38,5889.13,3853.2
02-2024,Toronto,Airport,Chocolate Store 62,403,403,1213,10150.61,6084.68,4065.92
01-2023,Toronto,Airport,Chocolate Store 62,403,403,1200,10666.66,6373.9,4292.71
09-2023,Sydney,Retail,Chocolate Store 63,372,372,1073,9354.27,5589.64,3764.66
04-2024,Sydney,Retail,Chocolate Store 63,407,407,1264,10814.81,6474.2,4340.6
10-2023,Sydney,Retail,Chocolate Store 63,402,402,1201,10374.5,6193.02,4181.47
08-2024,Sydney,Retail,Chocolate Store 63,413,413,1277,11049.12,6555.56,4493.55
12-2023,Sydney,Retail,Chocolate Store 63,410,410,1228,10481.58,6309.08,4172.6
06-2024,Sydney,Retail,Chocolate Store 63,414,414,1252,10725.46,6441.47,4284.04
07-2024,Sydney,Retail,Chocolate Store 63,421,421,1280,10733.94,6513.91,4219.96
07-2023,Sydney,Retail,Chocolate Store 63,415,415,1220,9912.79,5982.44,3930.33
03-2024,Sydney,Retail,Chocolate Store 63,430,430,1354,11441.53,6828.75,4612.83
12-2024,Sydney,Retail,Chocolate Store 63,426,426,1272,10429.13,6256.34,4172.82
04-2023,Sydney,Retail,Chocolate Store 63,424,424,1300,11568.24,6885.4,4682.78
11-2024,Sydney,Retail,Chocolate Store 63,414,414,1268,11236.8,6747.98,4488.82
02-2023,Sydney,Retail,Chocolate Store 63,353,353,1044,8980.35,5344.04,3636.41
11-2023,Sydney,Retail,Chocolate Store 63,428,428,1283,10990.85,6622.84,4368.01
10-2024,Sydney,Retail,Chocolate Store 63,423,423,1260,10409.63,6272.25,4137.41
09-2024,Sydney,Retail,Chocolate Store 63,405,405,1199,10171.5,6100.32,4071.14
05-2024,Sydney,Retail,Chocolate Store 63,425,425,1253,10633.53,6337.08,4296.42
06-2023,Sydney,Retail,Chocolate Store 63,424,424,1231,10089.43,6102.91,3986.45
02-2024,Sydney,Retail,Chocolate Store 63,402,402,1169,9596.75,5725.63,3871.11
01-2023,Sydney,Retail,Chocolate Store 63,407,407,1197,9755.76,5857.59,3898.14
05-2023,Sydney,Retail,Chocolate Store 63,418,418,1232,10597.38,6378.96,4218.44
08-2023,Sydney,Retail,Chocolate Store 63,425,425,1299,11260.67,6707.86,4552.86
03-2023,Sydney,Retail,Chocolate Store 63,401,401,1196,10383.05,6256.81,4126.19
01-2024,Sydney,Retail,Chocolate Store 63,445,445,1306,10958.76,6616.9,4341.88
12-2023,Berlin,Airport,Chocolate Store 64,432,432,1312,10864.53,6475.85,4388.64
10-2023,Berlin,Airport,Chocolate Store 64,386,386,1159,9851.61,5911.24,3940.33
06-2024,Berlin,Airport,Chocolate Store 64,397,397,1208,10323.64,6255.63,4067.98
07-2023,Berlin,Airport,Chocolate Store 64,422,422,1342,11161.47,6725.79,4435.76
02-2024,Berlin,Airport,Chocolate Store 64,415,415,1189,10128.65,6059.34,4069.36
06-2023,Berlin,Airport,Chocolate Store 64,419,419,1261,10820.17,6504.13,4315.94
03-2024,Berlin,Airport,Chocolate Store 64,445,445,1340,11202.1,6700.9,4501.19
07-2024,Berlin,Airport,Chocolate Store 64,390,390,1145,9807.21,5846.46,3960.78
12-2024,Berlin,Airport,Chocolate Store 64,384,384,1145,9325.66,5592.15,3733.5
09-2023,Berlin,Airport,Chocolate Store 64,389,389,1152,9582.43,5730.58,3851.84
09-2024,Berlin,Airport,Chocolate Store 64,404,404,1218,10211.76,6143.14,4068.62
08-2024,Berlin,Airport,Chocolate Store 64,424,424,1245,10647.38,6339.9,4307.38
04-2024,Berlin,Airport,Chocolate Store 64,402,402,1212,10272.65,6122.98,4149.6
10-2024,Berlin,Airport,Chocolate Store 64,422,422,1296,10958.24,6595.28,4362.95
02-2023,Berlin,Airport,Chocolate Store 64,389,389,1116,9695.88,5778.51,3917.46
08-2023,Berlin,Airport,Chocolate Store 64,379,379,1133,9851.14,5905.45,3945.58
01-2023,Berlin,Airport,Chocolate Store 64,451,451,1359,11417.7,6862.43,4555.2
11-2023,Berlin,Airport,Chocolate Store 64,419,419,1292,10594.81,6350.9,4243.97
03-2023,Berlin,Airport,Chocolate Store 64,447,447,1332,11282.71,6762.31,4520.46
04-2023,Berlin,Airport,Chocolate Store 64,406,406,1219,10456.54,6307.21,4149.44
11-2024,Berlin,Airport,Chocolate Store 64,402,402,1185,10100.59,6084.26,4016.38
01-2024,Berlin,Airport,Chocolate Store 64,453,453,1377,11536.44,6921.99,4614.41
05-2024,Berlin,Airport,Chocolate Store 64,442,442,1365,11131.62,6708.02,4423.59
05-2023,Berlin,Airport,Chocolate Store 64,416,416,1244,10893.98,6531.18,4362.74
02-2023,New York,Retail,Chocolate Store 65,374,374,1122,9717.65,5852.7,3865.04
11-2023,New York,Retail,Chocolate Store 65,395,395,1186,10119.21,6100.26,4018.94
01-2024,New York,Retail,Chocolate Store 65,399,399,1172,9403.94,5643.62,3760.21
08-2023,New York,Retail,Chocolate Store 65,441,441,1335,11361.16,6807.38,4553.77
03-2023,New York,Retail,Chocolate Store 65,413,413,1209,10032.82,6068.68,3964.15
06-2023,New York,Retail,Chocolate Store 65,423,423,1286,10986.16,6568,4418.16
05-2024,New York,Retail,Chocolate Store 65,387,387,1131,9453.82,5675.88,3777.95
09-2023,New York,Retail,Chocolate Store 65,418,418,1252,10777.89,6417.39,4360.49
02-2024,New York,Retail,Chocolate Store 65,388,388,1136,9647.95,5759.5,3888.44
01-2023,New York,Retail,Chocolate Store 65,426,426,1269,10860.72,6524.25,4336.47
06-2024,New York,Retail,Chocolate Store 65,425,425,1306,11182.33,6687.24,4495.11
05-2023,New York,Retail,Chocolate Store 65,401,401,1237,10614.74,6373.86,4240.9
07-2023,New York,Retail,Chocolate Store 65,444,444,1347,11817.56,7068.02,4749.51
10-2023,New York,Retail,Chocolate Store 65,423,423,1309,11308.33,6862.71,4445.66
04-2024,New York,Retail,Chocolate Store 65,446,446,1352,11887.02,7019.37,4867.55
12-2023,New York,Retail,Chocolate Store 65,432,432,1305,10904.61,6564.53,4340.04
04-2023,New York,Retail,Chocolate Store 65,352,352,1035,8787.19,5283.01,3504.17
11-2024,New York,Retail,Chocolate Store 65,411,411,1224,10620.29,6331.17,4289.13
07-2024,New York,Retail,Chocolate Store 65,429,429,1309,11658.23,7001.35,4656.83
08-2024,New York,Retail,Chocolate Store 65,412,412,1217,10432.46,6289.86,4142.68
10-2024,New York,Retail,Chocolate Store 65,462,462,1333,11593.97,7003.83,4590.03
09-2024,New York,Retail,Chocolate Store 65,400,400,1169,9899.46,5929.51,3970.07
12-2024,New York,Retail,Chocolate Store 65,423,423,1262,11061.26,6641.03,4420.34
03-2024,New York,Retail,Chocolate Store 65,430,430,1297,11128.02,6701.93,4426.1
11-2024,Sydney,Online,Chocolate Store 66,388,388,1208,9947.34,5937.66,4009.6
08-2023,Sydney,Online,Chocolate Store 66,439,439,1359,12044.14,7233.08,4810.96
02-2024,Sydney,Online,Chocolate Store 66,411,411,1255,10786.77,6489.68,4297.03
02-2023,Sydney,Online,Chocolate Store 66,366,366,1130,9488.01,5733.52,3754.56
05-2024,Sydney,Online,Chocolate Store 66,433,433,1320,11006.04,6650.6,4355.52
01-2024,Sydney,Online,Chocolate Store 66,376,376,1134,9701.28,5819.3,3882.04
03-2023,Sydney,Online,Chocolate Store 66,429,429,1281,11170.47,6660.4,4510.08
06-2023,Sydney,Online,Chocolate Store 66,413,413,1224,10513.71,6311.1,4202.6
04-2023,Sydney,Online,Chocolate Store 66,392,392,1175,10039.09,6003.1,4035.9
05-2023,Sydney,Online,Chocolate Store 66,383,383,1150,9929.36,5953.94,3975.41
11-2023,Sydney,Online,Chocolate Store 66,426,426,1278,11165.13,6702.46,4462.64
07-2024,Sydney,Online,Chocolate Store 66,401,401,1183,9773.2,5887.87,3885.27
08-2024,Sydney,Online,Chocolate Store 66,419,419,1239,10345.2,6171.89,4173.31
10-2024,Sydney,Online,Chocolate Store 66,409,409,1240,10625.42,6354.49,4270.82
06-2024,Sydney,Online,Chocolate Store 66,412,412,1213,10228.94,6151.97,4076.98
12-2024,Sydney,Online,Chocolate Store 66,407,407,1224,10598.29,6384.68,4213.64
