customer_id,age,gender,loyalty,join_date,avg_spending,unique_orders,total_orders,total_sales,retention
C038481,38,Male,1,2022-06-26,25.9778948081167,19,61,493.58,33
C038478,62,Female,0,2022-12-13,24.2452381111327,21,66,509.15,33
C038493,66,Male,1,2025-05-10,25.4309526171003,21,64,534.05,33
C038473,34,Male,1,2021-07-24,19.4161111513774,18,46,349.49,33
C038471,29,Female,0,2022-09-26,25.5723530264462,17,54,434.73,33
C038512,45,Male,0,2023-10-16,21.707727486437,22,61,477.57,33
C038582,30,Female,0,2025-08-20,22.4359091628682,22,66,493.59,33
C038399,32,Female,0,2025-08-21,28.0510526205364,19,53,532.97,33
C038386,35,Female,1,2022-05-19,26.8531818823381,22,74,590.77,33
C038388,36,Female,0,2023-02-27,26.7349999492819,22,65,588.17,33
C038408,23,Male,0,2024-11-20,30.010000053205,19,69,570.19,33
C038430,44,Male,1,2021-11-08,26.104545138099,22,67,574.3,33
C038436,58,Male,1,2025-04-30,25.8745458126068,22,67,569.24,33
C038350,36,Male,1,2023-12-06,26.321363882585,22,65,579.07,33
C038359,24,Male,1,2024-11-21,26.7478946384631,19,56,508.21,33
C038365,28,Male,1,2024-05-12,21.2457143011547,21,69,446.16,33
C038367,32,Male,1,2024-06-11,23.4300003528595,20,50,468.6,33
C038314,21,Female,1,2021-09-27,26.4157143547421,21,65,554.73,33
C038327,41,Male,0,2021-05-23,28.3214283443633,21,71,594.75,33
C038273,65,Female,1,2024-08-14,27.9136362726038,22,71,614.1,33
C038253,49,Male,0,2022-08-14,22.9886365370317,22,63,505.75,33
C038185,29,Female,0,2022-07-27,27.0052379426502,21,74,567.11,33
C038151,33,Female,1,2023-08-02,26.8718186508525,22,66,591.18,33
C038164,34,Male,1,2025-02-01,25.8064999818802,20,54,516.13,33
C038208,36,Male,1,2024-12-05,28.6574997782707,20,65,573.15,33
C038198,51,Male,1,2024-05-05,22.2321054308038,19,49,422.41,33
C038032,57,Male,0,2024-03-01,24.1782612385957,23,67,556.1,33
C038010,25,Male,1,2025-06-10,27.0633334432329,21,65,568.33,33
C038099,65,Male,0,2022-05-23,23.6271426564171,21,61,496.17,33
C037885,55,Female,0,2025-01-02,26.4466667307748,18,52,476.04,33
C037892,65,Male,1,2021-12-30,30.3015000343323,20,69,606.03,33
C037903,28,Female,0,2021-11-15,29.9699998356047,21,68,629.37,33
C037932,61,Female,1,2024-03-21,30.5757144292196,21,67,642.09,33
C037998,54,Female,1,2024-09-29,27.7279998540878,20,64,554.56,33
C037984,24,Female,0,2023-12-07,22.6881817145781,22,66,499.14,33
C037756,64,Female,0,2026-02-06,26.5966666312445,21,61,558.53,33
C037767,47,Male,1,2022-01-25,27.7299999713898,20,56,554.6,33
C037838,28,Male,0,2022-07-02,25.9295455542478,22,56,570.45,33
C037850,36,Female,0,2022-01-11,27.4963635964827,22,73,604.92,33
C037806,69,Female,1,2021-11-05,25.44227253307,22,73,559.73,33
C037810,19,Female,1,2025-06-20,27.0038095655895,21,66,567.08,33
C037359,62,Female,1,2023-10-28,29.8180951163882,21,66,626.18,33
C037370,23,Male,1,2025-07-15,24.6542857033866,21,59,517.74,33
C037408,55,Male,0,2023-12-13,25.7157144205911,21,63,540.03,33
C037201,24,Female,0,2025-08-19,28.7827777862549,18,62,518.09,33
C037197,39,Female,0,2023-01-20,31.3293329874674,15,47,469.94,33
C037199,30,Female,0,2025-06-21,24.4668181376024,22,67,538.27,33
C037212,46,Male,1,2021-08-14,21.78666694959,21,60,457.52,33
C037205,25,Female,1,2023-08-04,23.0078946916681,19,56,437.15,33
C037179,22,Male,1,2023-02-17,23.4004544778304,22,69,514.81,33
C037183,32,Male,0,2023-03-18,22.3927270932631,22,66,492.64,33
C037189,45,Male,1,2021-11-28,28.4270586686976,17,55,483.26,33
C037276,34,Male,1,2023-03-23,23.5068185762926,22,61,517.15,33
C037266,57,Female,0,2025-05-23,28.6077779928843,18,59,514.94,33
C037246,18,Female,0,2023-03-13,21.8218181566759,22,73,480.08,33
C037521,64,Female,1,2021-07-22,29.4136365543712,22,74,647.1,33
C037512,18,Female,0,2026-01-06,23.754117825452,17,42,403.82,33
C037510,29,Female,0,2021-04-10,22.1331818970767,22,55,486.93,33
C037506,28,Male,0,2025-05-20,27.6929999828339,20,63,553.86,33
C037507,28,Male,0,2023-01-23,28.9440002441406,20,68,578.88,33
C037432,62,Male,1,2021-05-26,30.6214285350981,21,77,643.05,33
C037435,54,Male,0,2023-02-25,19.8968184644526,22,59,437.73,33
C037485,62,Male,0,2024-06-10,26.0235000610352,20,75,520.47,33
C037475,47,Female,1,2026-01-22,25.7600000554865,22,69,566.72,33
C037618,42,Male,1,2022-01-30,25.7155000209808,20,58,514.31,33
C037643,70,Male,1,2024-02-04,24.1068183292042,22,68,530.35,33
C037611,36,Female,1,2023-04-11,24.9459999084473,20,60,498.92,33
C037613,60,Male,1,2021-03-31,25.1980953216553,21,58,529.16,33
C037581,31,Female,1,2021-07-06,27.809545842084,22,67,611.81,33
C037576,19,Male,0,2023-03-11,27.4114998102188,20,62,548.23,33
C037718,37,Female,0,2024-04-09,24.3199997901917,20,60,486.4,33
C037695,29,Male,0,2021-09-29,18.9031577612224,19,45,359.16,33
C037015,31,Female,1,2025-01-14,26.209524063837,21,64,550.4,33
C037060,37,Female,0,2024-09-06,21.0999999284744,20,58,422,33
C037137,58,Male,0,2025-12-06,23.7857142857143,21,64,499.5,33
C037132,45,Male,0,2024-01-22,25.9445455941287,22,80,570.78,33
C037067,39,Female,1,2021-11-09,23.178571451278,21,68,486.75,33
C037095,32,Male,0,2024-01-21,26.6570000648499,20,68,533.14,33
C037093,50,Male,1,2024-11-07,25.2295235452198,21,76,529.82,33
C036911,41,Female,1,2021-10-23,26.5855555534363,18,60,478.54,33
C036904,54,Female,0,2022-05-09,22.9500002179827,21,58,481.95,33
C036857,54,Female,1,2025-10-23,29.4040910113942,22,77,646.89,33
C036858,32,Female,1,2022-03-17,24.8842856316339,21,65,522.57,33
C036964,18,Female,0,2023-03-04,33.6922728365118,22,77,741.23,33
C036974,48,Male,0,2022-07-31,29.7581818754023,22,74,654.68,33
C036997,38,Female,1,2023-11-25,24.4005264483,19,56,463.61,33
C036987,26,Male,1,2025-09-13,22.8740911050276,22,65,503.23,33
C036950,35,Female,1,2021-04-26,24.0961904979887,21,60,506.02,33
C036941,25,Female,1,2022-01-18,18.6320000171661,20,49,372.64,33
C036947,60,Female,1,2021-07-03,24.7657896593997,19,54,470.55,33
C036937,56,Male,1,2021-06-12,23.6704544587569,22,63,520.75,33
C036589,33,Male,1,2025-05-23,32.1313636953181,22,75,706.89,33
C036617,37,Female,1,2023-02-19,28.2595237550281,21,66,593.45,33
C036671,56,Male,0,2022-05-30,29.8457141603742,21,70,626.76,33
C036750,19,Female,1,2022-06-09,22.0222725868225,22,57,484.49,33
C036764,34,Male,1,2021-07-17,20.5657892980074,19,51,390.75,33
C036725,27,Male,0,2023-08-17,18.4195237159729,21,51,386.81,33
C036737,63,Female,1,2021-05-23,26.1866666740841,18,53,471.36,33
C036795,70,Male,0,2021-09-27,27.3454546386545,22,67,601.6,33
C036781,29,Male,0,2024-07-04,30.6533331871033,21,71,643.72,33
C036829,62,Male,0,2022-06-23,31.0268421173096,19,61,589.51,33
C036849,68,Male,0,2023-08-24,29.3694447411431,18,59,528.65,33
C036845,70,Male,0,2025-07-02,25.1504545862024,22,61,553.31,33
C039048,54,Male,1,2023-10-20,23.3113637187264,22,56,512.85,33
C039051,32,Male,0,2023-10-26,24.7386364936829,22,62,544.25,33
C039014,45,Female,0,2022-05-18,27.9266666003636,21,69,586.46,33
C039039,58,Female,1,2024-05-29,26.3704763139997,21,62,553.78,33
C039131,58,Male,1,2024-05-13,20.9904764493306,21,62,440.8,33
C038876,25,Female,1,2022-04-17,31.466818376021,22,74,692.27,33
C038923,51,Male,1,2024-05-28,20.6786363449964,22,57,454.93,33
C038964,40,Male,0,2021-06-26,21.804285583042,21,62,457.89,33
C038957,22,Male,0,2022-12-05,31.7576187905811,21,73,666.91,33
C038942,63,Female,1,2021-11-17,26.5813634178855,22,65,584.79,33
C038990,43,Male,1,2024-05-18,21.8726317004154,19,47,415.58,33
C038984,65,Male,0,2025-08-10,28.9990908449346,22,73,637.98,33
C039252,33,Female,1,2022-09-02,20.6410000801086,20,54,412.82,33
C039239,18,Male,0,2024-12-14,27.2076189177377,21,64,571.36,33
C039244,28,Female,1,2021-08-18,26.2490479378473,21,58,551.23,33
C039262,56,Female,1,2023-09-08,23.9580955845969,21,63,503.12,33
C039184,51,Male,0,2021-03-24,27.2694998025894,20,64,545.39,33
C039188,32,Female,0,2024-02-29,23.8157139278594,21,62,500.13,33
C039209,41,Female,0,2025-08-01,24.3052380766187,21,62,510.41,33
C039210,54,Male,1,2024-04-02,22.1323811213175,21,56,464.78,33
C039368,63,Female,0,2023-02-21,24.1368423637591,19,61,458.6,33
C039369,37,Male,1,2023-01-08,33.7005260367143,19,66,640.31,33
C039382,62,Female,0,2025-01-23,33.3394113989437,17,60,566.77,33
C039399,18,Male,1,2026-03-05,27.0442859558832,21,61,567.93,33
C039415,47,Female,1,2021-07-25,21.0590474832626,21,49,442.24,33
C039338,61,Male,0,2024-09-09,33.7965000867844,20,72,675.93,33
C039599,59,Male,0,2024-03-19,19.988636656241,22,54,439.75,33
C039657,52,Male,1,2021-03-29,22.6442859286354,21,63,475.53,33
C039663,68,Female,1,2023-03-24,29.0664996266365,20,67,581.33,33
C039664,18,Male,0,2023-12-14,23.1636363593015,22,71,509.6,33
C039666,54,Male,1,2022-08-23,27.7033334838019,18,54,498.66,33
C039545,68,Male,1,2024-10-08,24.6280952975863,21,70,517.19,33
C039551,33,Male,1,2023-01-14,24.1022724888541,22,63,530.25,33
C039552,46,Female,1,2025-11-02,23.2261902264186,21,63,487.75,33
C039569,43,Female,1,2024-07-16,27.4418181722814,22,60,603.72,33
C039561,50,Male,1,2024-10-20,26.8762500286102,16,49,430.02,33
C039441,40,Male,1,2022-01-04,22.0171429316203,21,51,462.36,33
C039432,54,Male,1,2023-09-24,24.9852631468522,19,52,474.72,33
C039435,25,Female,0,2025-09-27,24.494090903889,22,60,538.87,33
C039813,52,Female,0,2024-07-27,25.5204545584592,22,67,561.45,33
C039822,61,Female,0,2026-01-12,25.1284997940063,20,63,502.57,33
C039802,35,Male,1,2023-06-17,32.3871429534185,21,74,680.13,33
C039844,70,Female,1,2024-10-16,27.4006250053644,16,55,438.41,33
C039850,54,Male,1,2021-12-24,27.2890909368342,22,68,600.36,33
C039842,42,Female,0,2022-01-14,24.3380952335539,21,54,511.1,33
C039737,31,Female,1,2024-10-30,18.2154999494553,20,51,364.31,33
C039725,64,Female,0,2024-11-03,29.0128569830032,21,68,609.27,33
C039749,25,Male,1,2021-11-30,29.8690910339355,22,75,657.12,33
C039775,67,Female,1,2025-07-29,22.7988890806834,18,47,410.38,33
C039773,47,Female,1,2021-12-30,27.5452384721665,21,67,578.45,33
C039769,44,Male,1,2023-02-10,20.3147617408207,21,55,426.61,33
C039983,39,Female,1,2023-02-08,35.8343746960163,16,58,573.35,33
C040003,68,Male,1,2023-09-11,27.2625000238419,20,62,545.25,33
C039947,46,Male,1,2021-05-16,31.1061901365008,21,71,653.23,33
C039862,49,Female,1,2023-06-29,20.6063636866483,22,63,453.34,33
C039928,24,Male,0,2023-08-22,22.5972219838036,18,54,406.75,33
C039899,39,Female,1,2021-08-30,25.3969996929169,20,58,507.94,33
C039904,62,Male,1,2021-08-01,24.3371430578686,21,64,511.08,33
C040995,40,Male,0,2025-05-09,23.6084999322891,20,61,472.17,33
C040964,46,Female,1,2023-10-28,18.341666592492,18,45,330.15,33
C040956,40,Female,1,2024-05-09,21.9576193264553,21,64,461.11,33
C040921,49,Male,1,2025-01-21,30.4644999980927,20,66,609.29,33
C040922,24,Male,1,2024-04-20,25.3081816543232,22,67,556.78,33
C040904,35,Male,1,2025-05-29,25.428571451278,21,58,534,33
C040867,22,Male,1,2023-01-22,26.0647618316469,21,66,547.36,33
C041069,59,Female,0,2025-08-24,22.0271431377956,21,58,462.57,33
C041050,23,Female,0,2024-10-03,31.5304542888295,22,69,693.67,33
C041051,57,Female,1,2024-04-18,26.2663158868489,19,58,499.06,33
C041045,40,Male,0,2021-06-12,20.6047620319185,21,61,432.7,33
C041012,32,Female,0,2025-09-11,31.1959093050523,22,73,686.31,33
C041037,46,Male,0,2024-09-18,22.2365000247955,20,53,444.73,33
C040810,18,Female,0,2022-07-10,24.8580951236543,21,62,522.02,33
C040806,47,Female,0,2025-05-17,30.6600001198905,21,68,643.86,33
C040807,52,Female,1,2021-06-15,24.7409091212533,22,62,544.3,33
C040800,54,Female,1,2026-01-15,24.8590910651467,22,59,546.9,33
C040812,21,Male,0,2025-03-15,24.5186361616308,22,71,539.41,33
C040825,32,Female,0,2023-10-31,32.8028573081607,21,71,688.86,33
C040856,70,Male,0,2021-10-09,21.452272566882,22,60,471.95,33
C040862,33,Female,1,2022-12-08,27.8326316883689,19,62,528.82,33
C040854,18,Female,0,2022-02-11,30.3726318509955,19,67,577.08,33
C040847,44,Female,1,2023-11-25,21.663333325159,21,51,454.93,33
C040833,61,Male,1,2021-11-05,31.2923531111549,17,58,531.97,33
C040747,50,Female,0,2022-12-24,22.1499997615814,20,60,443,33
C040748,51,Male,0,2025-03-08,24.2595238458543,21,62,509.45,33
C040627,22,Female,0,2024-04-18,25.2271428562346,21,67,529.77,33
C040628,63,Male,1,2021-06-11,19.5722221268548,18,45,352.3,33
C040580,62,Female,1,2024-09-14,21.1547620637076,21,52,444.25,33
C040618,25,Female,1,2021-12-16,22.5910525823894,19,57,429.23,33
C040692,42,Female,1,2021-06-04,22.6781819083474,22,70,498.92,33
C040677,69,Male,0,2021-11-19,20.8080952735174,21,55,436.97,33
C040661,63,Male,1,2024-07-26,25.978571051643,21,64,545.55,33
C040220,22,Male,0,2025-05-31,19.4336364486001,22,53,427.54,33
C040235,27,Female,0,2024-08-31,23.4072729674253,22,60,514.96,33
C040244,47,Male,0,2025-07-21,25.3947618688856,21,57,533.29,33
C040268,69,Male,1,2024-05-31,17.8823811326708,21,53,375.53,33
C040257,38,Male,1,2025-03-05,22.5219048545474,21,61,472.96,33
C040155,34,Male,1,2021-06-06,27.3281815485521,22,65,601.22,33
C040151,32,Male,0,2022-12-13,28.890909129923,22,73,635.6,33
C040208,63,Male,0,2022-10-19,19.9519047737122,21,59,418.99,33
C040193,29,Male,1,2023-04-03,22.3976191679637,21,56,470.35,33
C040110,60,Male,1,2021-07-10,27.7250000476837,20,66,554.5,33
C040091,32,Female,0,2025-10-06,30.2400001224719,19,61,574.56,33
C040125,70,Female,0,2023-02-01,33.0077272761952,22,71,726.17,33
C040055,51,Male,1,2024-04-05,26.1965000391006,20,62,523.93,33
C040051,63,Male,0,2024-09-26,21.4588888221317,18,45,386.26,33
C040065,33,Male,1,2022-08-31,22.3114287285578,21,62,468.54,33
C040019,33,Male,1,2021-04-11,23.7695237341381,21,57,499.16,33
C040485,36,Female,1,2025-04-09,25.6557147162301,21,64,538.77,33
C040456,30,Female,0,2025-09-21,22.4795454848896,22,54,494.55,33
C040445,66,Male,0,2024-07-15,28.7352171151534,23,71,660.91,33
C040442,66,Female,1,2025-11-22,24.6194445027245,18,49,443.15,33
C040451,70,Male,0,2021-12-12,28.5095456080003,22,68,627.21,33
C040513,19,Female,0,2021-03-25,30.8490479105995,21,64,647.83,33
C040549,45,Female,1,2024-11-09,28.5404761405218,21,68,599.35,33
C040565,32,Male,0,2025-11-25,26.1709522746858,21,62,549.59,33
C040421,32,Female,1,2025-10-04,23.294285603932,21,58,489.18,33
C040396,46,Male,0,2026-02-20,26.0538886388143,18,59,468.97,33
C040361,19,Male,0,2022-01-25,30.9347619102115,21,69,649.63,33
C040359,46,Male,1,2025-05-19,28.2200000853766,21,69,592.62,33
C040297,64,Female,0,2025-10-22,20.7990910356695,22,61,457.58,33
C044244,31,Female,1,2023-06-18,27.8435003757477,20,65,556.87,33
C044215,33,Male,1,2023-05-01,21.5761902218773,21,60,453.1,33
C044221,43,Female,1,2025-11-24,20.9219999790192,20,54,418.44,33
C044225,59,Female,1,2023-09-04,19.540476106462,21,65,410.35,33
C044176,56,Female,0,2022-07-20,26.2122728824615,22,66,576.67,33
C044232,22,Female,1,2024-04-27,27.2152384576343,21,59,571.52,33
C044289,67,Female,1,2024-03-13,24.4066668351491,18,54,439.32,33
C044308,55,Female,0,2022-02-18,24.1047621000381,21,61,506.2,33
C044142,51,Female,0,2021-08-25,30.1436361399564,22,68,663.16,33
C044092,21,Male,0,2022-04-22,22.2328570570265,21,50,466.89,33
C044125,21,Female,1,2023-06-29,25.7535003304482,20,60,515.07,33
C044076,43,Male,1,2022-07-03,19.6347619011289,21,60,412.33,33
C044599,38,Female,0,2021-09-11,16.5173684044888,19,46,313.83,33
C044600,46,Female,1,2023-10-16,28.0400000268763,22,66,616.88,33
C044573,66,Male,0,2025-07-09,26.8877271305431,22,68,591.53,33
C044585,68,Female,1,2024-09-27,23.6663159069262,19,58,449.66,33
C044567,48,Male,0,2023-10-25,30.4547615959531,21,77,639.55,33
C044558,27,Female,0,2023-05-16,21.2431817271493,22,58,467.35,33
C044463,46,Male,1,2023-08-09,19.9585714680808,21,51,419.13,33
C044478,69,Female,1,2025-03-31,34.277367993405,19,64,651.27,33
C044488,28,Female,1,2021-05-07,24.810000224547,22,61,545.82,33
C044484,29,Female,1,2024-12-28,22.1115788409584,19,57,420.12,33
C044373,66,Female,0,2025-02-02,25.1857143583752,21,63,528.9,33
C044358,64,Female,1,2024-06-06,21.3152631082033,19,47,404.99,33
C044402,65,Female,1,2026-02-08,25.6805002093315,20,64,513.61,33
C044400,69,Female,0,2021-10-13,20.1009091789072,22,53,442.22,33
C044427,50,Male,0,2023-01-17,19.3576190358117,21,52,406.51,33
C044442,33,Female,0,2021-11-15,31.8309094255621,22,78,700.28,33
C043837,26,Male,0,2025-09-26,23.1213637265292,22,71,508.67,33
C043838,27,Female,1,2022-01-28,23.1866666475932,21,66,486.92,33
C043877,42,Female,1,2024-09-23,26.7454998970032,20,62,534.91,33
C043875,18,Female,0,2023-02-27,30.5099996678969,17,55,518.67,33
C043872,18,Female,1,2023-02-19,29.4859092235565,22,64,648.69,33
C043782,56,Male,1,2025-11-08,25.9918184930628,22,69,571.82,33
C043751,33,Female,1,2022-12-01,26.9595654010773,23,73,620.07,33
C043764,58,Male,1,2025-02-03,25.5547370157744,19,66,485.54,33
C044010,53,Male,0,2024-01-04,25.2959998607636,20,59,505.92,33
C044021,53,Female,0,2021-03-11,28.4369567062544,23,79,654.05,33
C043964,56,Female,1,2023-05-20,26.2905002355576,20,74,525.81,33
C043920,43,Male,0,2022-11-06,20.0131819031455,22,62,440.29,33
C043929,32,Female,1,2021-09-05,25.569499874115,20,56,511.39,33
C043936,40,Female,1,2023-12-13,27.9112499654293,16,54,446.58,33
C043950,41,Male,0,2024-06-20,31.4089471917403,19,68,596.77,33
C043941,54,Male,1,2024-06-06,21.8218182216991,22,63,480.08,33
C043634,56,Male,0,2025-05-19,22.4261904671079,21,64,470.95,33
C043637,70,Male,0,2021-10-23,25.0431821129539,22,65,550.95,33
C043622,19,Male,1,2023-09-09,21.743636358868,22,59,478.36,33
C043612,43,Male,0,2025-09-20,28.9260000944138,20,68,578.52,33
C043596,33,Female,1,2023-07-26,27.7328571137928,21,65,582.39,33
C043602,26,Female,0,2025-09-03,27.4536364078522,22,67,603.98,33
C043603,42,Female,1,2022-03-21,23.053809483846,21,56,484.13,33
C043672,40,Male,0,2021-04-17,20.2459091273221,22,61,445.41,33
C043665,60,Male,1,2023-11-03,29.4913637854836,22,70,648.81,33
C043662,60,Male,0,2021-11-04,19.1427273425189,22,62,421.14,33
C043667,70,Female,1,2024-08-06,29.0904544591904,22,74,639.99,33
C043675,55,Male,0,2025-06-19,21.4376186643328,21,62,450.19,33
C043731,42,Male,0,2025-01-01,33.3138093040103,21,69,699.59,33
C043728,68,Female,1,2025-02-01,23.6352381479172,21,63,496.34,33
C043713,18,Female,1,2025-11-26,25.859047571818,21,66,543.04,33
C043699,45,Male,1,2023-11-18,27.388999915123,20,63,547.78,33
C043479,52,Male,1,2022-02-18,17.7733332543146,21,53,373.24,33
C043449,57,Female,0,2021-06-21,22.1772727316076,22,63,487.9,33
C043510,44,Female,1,2025-01-27,26.2622726613825,22,67,577.77,33
C043511,18,Female,1,2021-03-30,28.0709524154663,21,64,589.49,33
C043501,64,Female,0,2023-09-20,22.4319045657203,21,64,471.07,33
C043493,21,Female,1,2025-01-08,24.6236843811838,19,57,467.85,33
C043530,56,Male,0,2021-10-31,33.7309520244598,21,71,708.35,33
C043552,32,Male,1,2022-12-07,28.4615788961712,19,56,540.77,33
C043553,45,Female,1,2024-01-11,20.3299999237061,22,60,447.26,33
C043540,66,Male,1,2022-12-09,24.0166665940058,21,63,504.35,33
C043588,33,Female,1,2022-08-15,21.718499994278,20,58,434.37,33
C045515,69,Female,1,2023-01-21,23.3240909142928,22,71,513.13,33
C045471,39,Female,0,2025-02-22,26.531817891381,22,70,583.7,33
C045531,62,Female,0,2021-06-13,24.349090944637,22,65,535.68,33
C045517,22,Male,1,2024-07-02,28.088666788737,15,49,421.33,33
C045589,38,Male,1,2022-11-19,27.5443748235703,16,51,440.71,33
C045560,36,Male,1,2022-07-17,25.7305264221994,19,57,488.88,33
C045572,32,Female,0,2025-01-13,32.0082610897396,23,77,736.19,33
C045605,53,Male,1,2022-02-02,26.7327267906883,22,70,588.12,33
C045608,33,Female,1,2022-12-20,29.864090832797,22,72,657.01,33
C045630,50,Female,1,2025-08-26,27.3018183708191,22,70,600.64,33
C045641,36,Female,0,2024-04-15,31.1576192946661,21,73,654.31,33
C045647,68,Male,0,2022-11-29,22.9490476562863,21,52,481.93,33
C045711,50,Female,1,2025-10-21,23.9671429679507,21,61,503.31,33
C045676,37,Male,1,2024-10-11,19.7581816803325,22,53,434.68,33
C045696,25,Male,0,2024-08-05,23.1557893000151,19,50,439.96,33
C045422,46,Male,0,2023-07-01,29.8168179772117,22,75,655.97,33
C045442,70,Male,0,2024-06-10,31.8519050507318,21,69,668.89,33
C045448,66,Male,1,2022-07-23,27.0945456678217,22,64,596.08,33
C045397,21,Male,0,2025-10-27,30.9561904271444,21,67,650.08,33
C045417,51,Male,1,2024-11-17,31.5920003414154,20,63,631.84,33
C045345,46,Female,0,2023-04-01,26.732000041008,20,63,534.64,33
C045318,46,Female,0,2025-08-10,23.3811765558579,17,48,397.48,33
C045252,30,Female,1,2023-11-10,20.6366665249779,21,56,433.37,33
C045293,43,Male,0,2026-02-01,27.9799998071459,18,59,503.64,33
C045302,29,Female,1,2023-07-03,21.2745454636487,22,61,468.04,33
C045186,47,Male,0,2023-08-24,21.100454677235,22,61,464.21,33
C045175,59,Female,1,2025-03-19,25.9009091637351,22,68,569.82,33
C045190,38,Female,0,2022-01-02,24.9550000971014,22,67,549.01,33
C044641,61,Female,1,2021-05-06,26.7354999780655,20,53,534.71,33
C044635,20,Female,1,2021-05-12,24.5456521407418,23,72,564.55,33
C044704,56,Female,1,2021-03-16,21.1280952294668,21,51,443.69,33
C044681,33,Female,1,2024-08-02,23.5642856189183,21,62,494.85,33
C044675,59,Male,1,2025-03-20,26.5027273351496,22,70,583.06,33
C044858,23,Male,0,2023-12-30,27.2066665887833,18,55,489.72,33
C044820,32,Female,1,2024-05-23,28.6590910391374,22,69,630.5,33
C045023,64,Female,1,2022-11-12,24.9252377691723,21,61,523.43,33
C044999,35,Male,1,2025-02-28,20.412105208949,19,47,387.83,33
C044886,28,Male,1,2024-08-16,21.2378948613217,19,56,403.52,33
C044891,20,Female,0,2021-09-05,24.5780952317374,21,65,516.14,33
C044919,36,Male,0,2024-05-23,30.3228572209676,21,77,636.78,33
C044926,69,Female,0,2025-01-14,27.6386363397945,22,69,608.05,33
C045147,54,Male,0,2022-09-12,33.7071428071885,21,79,707.85,33
C045139,32,Male,0,2023-10-14,22.6572724364021,22,61,498.46,33
C045110,40,Female,0,2025-08-29,24.4906252622604,16,52,391.85,33
C045098,39,Male,0,2023-12-07,23.4042857601529,21,57,491.49,33
C045122,47,Female,1,2022-10-15,23.5281817913055,22,60,517.62,33
C045030,30,Female,0,2023-08-29,19.128333263927,18,47,344.31,33
C045074,19,Male,1,2023-07-05,20.9804544665597,22,55,461.57,33
C045058,45,Male,1,2024-04-26,19.74590901895,22,61,434.41,33
C045095,29,Female,0,2022-09-03,24.1836365136233,22,71,532.04,33
C045096,35,Male,1,2022-04-03,25.7563638036901,22,66,566.64,33
C042785,19,Male,1,2025-11-29,29.9190907695077,22,73,658.22,33
C042772,31,Male,0,2024-01-30,25.3459091186523,22,70,557.61,33
C042840,51,Female,0,2022-05-02,23.3081817626953,22,56,512.78,33
C042805,20,Female,0,2024-09-06,25.0885712986901,21,62,526.86,33
C042654,18,Female,1,2021-08-31,26.7545457103036,22,62,588.6,33
C042628,59,Female,0,2022-05-01,30.3049998641014,20,67,606.1,33
C042631,42,Female,0,2024-05-13,25.7290001034737,20,61,514.58,33
C042591,67,Female,0,2024-09-23,35.448125064373,16,58,567.17,33
C042608,69,Female,0,2024-09-28,23.9095238390423,21,55,502.1,33
C042365,45,Female,0,2021-12-18,25.2999997897582,22,67,556.6,33
C042395,59,Male,0,2021-11-14,29.5786360610615,22,66,650.73,33
C042390,45,Female,1,2025-08-05,29.3538098335266,21,68,616.43,33
C042376,68,Male,1,2024-04-25,28.6531581376728,19,60,544.41,33
C042506,31,Female,1,2024-07-07,23.6855000972748,20,50,473.71,33
C042540,45,Male,1,2022-11-16,27.1677274487235,22,77,597.69,33
C042538,65,Male,0,2024-05-10,18.9019047192165,21,54,396.94,33
C042542,19,Male,1,2024-06-13,22.6438887384203,18,64,407.59,33
C042987,46,Female,0,2025-08-13,25.7247620083037,21,64,540.22,33
C043012,22,Male,0,2023-05-08,22.9540907144547,22,65,504.99,33
C042954,31,Male,1,2023-02-26,22.583809761774,21,56,474.26,33
C042964,28,Female,1,2025-03-26,20.2254543196071,22,60,444.96,33
C042976,28,Female,1,2022-09-30,29.9495238236019,21,69,628.94,33
C042938,34,Female,0,2025-06-25,33.502856913067,21,74,703.56,33
C042930,57,Male,1,2023-06-19,36.4813633832065,22,75,802.59,33
C042931,22,Male,1,2024-09-25,27.1583335929447,18,54,488.85,33
C043102,20,Male,1,2021-09-02,30.5789475190012,19,66,581,33
C043115,66,Female,1,2022-06-01,27.107619262877,21,59,569.26,33
C043116,54,Female,0,2022-03-31,25.24500003728,22,68,555.39,33
C043148,26,Female,0,2022-01-27,24.4674998760223,20,53,489.35,33
C043160,67,Male,1,2024-08-27,22.1313634894111,22,60,486.89,33
C043157,48,Male,0,2024-10-11,24.9331816976721,22,69,548.53,33
C043127,63,Female,1,2021-08-02,28.0931820435957,22,76,618.05,33
C043128,48,Male,0,2021-07-28,23.0763634660027,22,57,507.68,33
C043141,44,Male,0,2026-03-05,25.9626314891012,19,55,493.29,33
C043080,42,Male,1,2022-05-12,21.0768418437556,19,53,400.46,33
C043069,69,Female,0,2026-01-23,25.7668182524768,22,69,566.87,33
C043037,39,Female,0,2024-04-14,21.2138097399757,21,54,445.49,33
C043031,20,Male,1,2026-02-02,27.2695453166962,22,65,599.93,33
C043020,64,Male,1,2021-10-19,28.9147618271056,21,69,607.21,33
C043164,38,Female,0,2025-04-13,25.1531820513985,22,68,553.37,33
C043216,23,Female,0,2024-12-24,23.778666639328,15,49,356.68,33
C043197,42,Female,0,2022-05-06,22.1785713604518,21,56,465.75,33
C043204,64,Male,0,2025-07-21,27.4225002527237,20,60,548.45,33
C043205,28,Female,0,2022-04-20,24.2118183049289,22,63,532.66,33
